property_id,address,postcode,latitude,longitude
e46f0fa34efa,"6, Amber Court High Street, Romford, RM1 1AP",RM1 1AP,51.577706,0.179953
f45117bc8f91,"28, Amber Court High Street, Romford, RM1 1AP",RM1 1AP,51.577706,0.179953
01efbd0a24a4,"5, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
07149b191abf,"42, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
0c80c895ab2b,"12, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
10a978942ed8,"34, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
1325293b2419,"54, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
154969cbe767,"24, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
17312f474159,"44, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
1c0ba68eefb4,"7, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
1fb696942321,"63, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
2848620a80a5,"20, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
3e733e4aa66a,"30, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
3ece733f2802,"48, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
4118ce8a7fbb,"57, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
42e6a8e52573,"27, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
45a280f1a5ff,"16, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
47fe364b1d01,"53, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
54e68106768a,"25, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
68ea727c6422,"9, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
7e602ed834c3,"26, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
86eef1a97341,"21, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
88629a32c87e,"52, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
8e25313c2668,"46, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
93d739e135d5,"49, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
96d0d39546f9,"31, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
9dfb4a684803,"4, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
a262ffb4fa02,"19, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
abf6bafd45a2,"11, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
b6f39ba6300b,"18, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
b82fe56299a8,"23, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
c9559762ec29,"37, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
cbdc6069bad5,"61, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
cc388d90148f,"32, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
dfddfe18c6d8,"58, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
e26c716168f0,"13, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
e87be446e18d,"10, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
eb66ae8d8c91,"14, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
f1823c7db863,"47, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
f42523b70e01,"55, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
f51b54d1543c,"51, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
f7755d32a49c,"28, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
feea0af6b494,"1, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
ffd9a1cfe4bd,"36, Malt House Place, Romford, RM1 1AR",RM1 1AR,51.577364,0.179951
13d127fd524c,"Flat 2, Parmar House 18, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
562752e98c90,"Flat 6, Parmar House 18, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
7db995345cbd,"Flat 1, Parmar House 18, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
b55d3049277c,"Flat 4, Parmar House 18, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
b839dacebb61,"Flat 3, Parmar House 18, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
c86a32afaafc,"12b, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
e2457d4dbda9,"Flat 5, Parmar House 18, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
f6d341845660,"12a, North Street, Romford, RM1 1BH",RM1 1BH,51.579137,0.179862
296d6f382b32,"Apartment 20, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
4cfa58f1cfcb,"Apartment 8, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
4e376915c509,"Apartment 5, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
5ad362a812d3,"Apartment 1, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
5b2571b727b1,"Apartment 12, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
6872b165acde,"Apartment 3, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
6e10cf6c93fe,"Apartment 2, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
6e929347037a,"Apartment 10, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
79e4102c667b,"Apartment 17, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
88073948c547,"Apartment 7, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
a561ce5d4e61,"Apartment 13, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
aca02d660892,"Apartment 6, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
bf5583727737,"Apartment 24, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
ff4dbabba640,"Apartment 19, Rubicon Court 21-23, North Street, Romford, RM1 1BJ",RM1 1BJ,51.579211,0.179274
075050468905,"Flat 9 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
31540567eb81,"Flat 8 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
42159331bfe2,"Flat 10a 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
4877461e065e,"Flat 12 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
6c2961314044,"Flat 5 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
9da48bd86c34,"Flat 6 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
c565e95cc80f,"Flat 4a 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
cdf0bac81e9b,"Flat 1a 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
e3a6ecb5ab37,"Flat 3 94, North Street, Romford, RM1 1BY",RM1 1BY,51.580776,0.17831
03e2a0d80681,"88a, North Street, Romford, RM1 1DA",RM1 1DA,51.580189,0.178946
20d8213d1ac1,"88c, North Street, Romford, RM1 1DA",RM1 1DA,51.580189,0.178946
2b5a8a83be99,"88d, North Street, Romford, RM1 1DA",RM1 1DA,51.580189,0.178946
3ed3ae7af287,"88b, North Street, Romford, RM1 1DA",RM1 1DA,51.580189,0.178946
e99dbd70a159,"88e, North Street, Romford, RM1 1DA",RM1 1DA,51.580189,0.178946
1e333ab720a1,"Flat 4 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
4b69ffff2df8,"Flat 9 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
60f6279c73e5,"Flat 12 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
62be86b1c56e,"Flat 14 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
6cfefaf8d217,"Flat 6 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
70b677a84b97,"Flat 11 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
74542a835939,"Flat 3 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
74bfd956f5fa,"Flat 10 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
86b9c2584bfe,"Flat 5 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
bca65384b64f,"Flat 13 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
cbce33fe4134,"Flat 8 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
d8ea8ea25d8f,"Flat 1 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
e2d513848a8a,"Flat 2 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
e4ae5dd52d38,"Flat 7 3a, South Street, Romford, RM1 1DB",RM1 1DB,51.578394,0.180664
4143a4f3dce0,"Flat 7, Malachite House Compass Way, Romford, RM1 1DF",RM1 1DF,51.581841,0.175185
42c16e203fef,"Flat 30, Malachite House Compass Way, Romford, RM1 1DF",RM1 1DF,51.581841,0.175185
14c9812537c7,"Flat 6, Gaskin Court Riverside Close, Romford, RM1 1DG",RM1 1DG,51.582447,0.175488
b11bcab40f91,"Flat 7, Gaskin Court Riverside Close, Romford, RM1 1DG",RM1 1DG,51.582447,0.175488
d12af9ffd65c,"Flat 5, Gaskin Court Riverside Close, Romford, RM1 1DG",RM1 1DG,51.582447,0.175488
db2c2e4668f0,"Flat 3, Gaskin Court Riverside Close, Romford, RM1 1DG",RM1 1DG,51.582447,0.175488
ee0c9335d855,"Flat 2, Gaskin Court Riverside Close, Romford, RM1 1DG",RM1 1DG,51.582447,0.175488
f163120a3092,"Flat 1, Gaskin Court Riverside Close, Romford, RM1 1DG",RM1 1DG,51.582447,0.175488
05bee896f0b4,"Flat 2, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
07bad3ab4a50,"Flat 5, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
1ac518b8bfd8,"Flat 6, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
1c86385cac8b,"Flat 28, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
1e1c5454383c,"Flat 4, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
234944e7a110,"Flat 24, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
242ed6e9e68d,"Flat 30, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
27fc053f1c4a,"Flat 36, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
280fa3b8d67b,"Flat 34, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
3033d2c6cf51,"Flat 29, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
30d400c03ad4,"Flat 33, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
32a48ab22e17,"Flat 18, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
3555ce1a80ac,"Flat 39, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
36afb2154317,"Flat 17, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
3ac3840ebad0,"Flat 38, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
3eb26dbd9f42,"Flat 23, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
41a7d840ea3a,"Flat 37, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
4653a26a40f5,"Flat 22, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
4cff0a751aea,"Flat 3, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
52359e09f0b8,"Flat 32, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
59ba8bd4df16,"Flat 9, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
6bbaff595732,"Flat 46, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
735edfa8f585,"Flat 21, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
77f2a58df644,"Flat 11, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
7a8d70b84ce1,"Flat 35, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
8d17fc8571f3,"Flat 8, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
9f51891c96ea,"Flat 42, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
af6bbe640924,"Flat 27, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
b645b774a232,"Flat 16, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
c6aff045dd20,"Flat 26, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
c9cd0994a199,"Flat 19, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
d0c71b9becb5,"Flat 41, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
d482116ca837,"Flat 12, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
d6d8962d8636,"Flat 43, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
d79a69846256,"Flat 40, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
d979e82ec916,"Flat 7, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
da367a758361,"Flat 47, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
dcc91e352510,"Flat 44, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
de242863714b,"Flat 15, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
e43c639cf29f,"Flat 1, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
e8457b35ed3a,"Flat 45, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
ecea905d5a71,"Flat 25, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
ee37f6565cde,"Flat 14, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
f03d4c9c0f16,"Flat 20, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
f209587e4d91,"Flat 10, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
f4e6b937508a,"Flat 13, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
f7df684eccf5,"Flat 31, Star Court 36, North Street, Romford, RM1 1DH",RM1 1DH,51.579479,0.179402
2c2cca6db802,"144a, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
36167066a431,"140a, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
3657d68c518c,"110, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
3cee049c8bb6,"110a, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
48e453689933,"114, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
5fd87e67098c,"148a, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
965cb0467bf2,"124a, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
dab22477212e,"112, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
de731816d45b,"116a, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
f9bbdba4d9a6,"118a, North Street, Romford, RM1 1DL",RM1 1DL,51.581723,0.1772
3c32c47ea397,"178, North Street, Romford, RM1 1DR",RM1 1DR,51.582832,0.17607
6e87fde4e08b,"162, North Street, Romford, RM1 1DR",RM1 1DR,51.582832,0.17607
8aef7e27eae7,"184, North Street, Romford, RM1 1DR",RM1 1DR,51.582832,0.17607
da6d88221c75,"180, North Street, Romford, RM1 1DR",RM1 1DR,51.582832,0.17607
f89ba81b44e4,"160, North Street, Romford, RM1 1DR",RM1 1DR,51.582832,0.17607
10e06fb0d3cb,"175a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
1f9f61465330,"185, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
41055a175afa,"203a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
4a134521d8c1,"181a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
5418bc68f021,"185a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
60d5494d98af,"Flat 3 191-193, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
659ad687e708,"Flat 2 191-193, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
69adf50133f9,"169a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
739e5b6de37a,"177, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
73ca0bd7e596,"179a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
7a715fc267d5,"Flat 5 191-193, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
80c8b916daea,"177a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
988e94956c99,"171a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
a5ee52496507,"Flat 4 191-193, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
c98ac34c57a5,"Flat 6 191-193, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
cd0adc820903,"Flat 7 191-193, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
cd5c4647869f,"First Floor 183a, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
e547e78f2a48,"181, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
e94943544b26,"183, North Street, RM1 1DT",RM1 1DT,51.58357,0.174575
f6add3995948,"Flat 1 191-193, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
fb4f761618d5,"195, North Street, Romford, RM1 1DT",RM1 1DT,51.58357,0.174575
0266c81df2ef,"159, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
162e180c8d12,"155a, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
1c95500a011b,"161, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
213f3a8e41a1,"Flat Ground Floor 157, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
2f3e8cb90c75,"151a, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
512b1d5874d2,"161a, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
5b8d94f9d6ae,"143b, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
c258ecf6af81,"135a, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
ce80befa7640,"151, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
db9de6206004,"143a, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
ec119357f00d,"157a, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
f996f80a1ba8,"155b, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
fed387373086,"159a, North Street, Romford, RM1 1ED",RM1 1ED,51.582552,0.175667
3b6f7c443c17,"4, Brant Court Riverside Close, Romford, RM1 1EG",RM1 1EG,51.582184,0.1751
639da0526fdd,"1, Brant Court Riverside Close, Romford, RM1 1EG",RM1 1EG,51.582184,0.1751
9c3470a75535,"11, Brant Court Riverside Close, Romford, RM1 1EG",RM1 1EG,51.582184,0.1751
c446cc28ebc6,"2, Brant Court Riverside Close, Romford, RM1 1EG",RM1 1EG,51.582184,0.1751
fd5b910d5ba3,"14, Brant Court Riverside Close, Romford, RM1 1EG",RM1 1EG,51.582184,0.1751
0acfd2ebbd05,"18, Calder Court Riverside Close, Romford, RM1 1EN",RM1 1EN,51.582543,0.174685
2ddffaca8977,"28, Calder Court Riverside Close, Romford, RM1 1EN",RM1 1EN,51.582543,0.174685
5c4f39852a4d,"14, Calder Court Riverside Close, Romford, RM1 1EN",RM1 1EN,51.582543,0.174685
5f8ff3aef6a4,"7, Calder Court Riverside Close, Romford, RM1 1EN",RM1 1EN,51.582543,0.174685
